user_id,num_people,num_children,bathrooms,has_garden,has_pool,washing_frequency,dishwasher_usage,shower_minutes_daily,vacation_days,climate
U169,4,1,5,0,1,1,7,52,23,Arid
U170,7,6,3,1,0,4,2,84,23,Continental
U171,4,0,4,0,0,4,2,48,23,Temperate
U172,7,4,1,0,0,5,4,56,16,Temperate
U173,4,1,4,1,0,4,13,32,23,Tropical
U174,5,4,5,0,0,5,2,30,23,Tropical
U175,7,5,2,1,0,1,14,56,17,Continental
U176,3,2,1,1,0,1,13,24,11,Tropical
U177,6,1,3,0,0,7,4,60,8,Continental
U178,1,0,5,0,1,1,14,7,22,Temperate
U179,4,1,2,1,0,1,7,24,23,Tropical
U180,2,0,4,1,0,2,0,24,15,Continental
U181,4,0,2,1,0,6,1,24,17,Arid
U182,2,1,5,1,0,7,1,24,15,Tropical
U183,6,5,5,1,0,7,11,66,15,Continental
U184,6,4,2,0,0,6,3,42,3,Continental
U185,6,1,4,1,0,2,8,60,22,Arid
U186,2,0,2,1,0,1,1,20,21,Temperate
U187,4,1,5,0,0,4,11,56,6,Arid
U188,6,4,5,0,0,5,13,54,0,Continental
U189,5,0,3,0,0,7,10,60,23,Arid
U190,7,4,3,0,0,6,12,63,28,Arid
U191,2,0,1,1,1,3,14,22,22,Continental
U192,2,1,5,0,0,5,11,20,28,Temperate
U193,4,1,3,0,0,3,8,44,19,Arid
U194,2,0,2,0,0,3,6,26,0,Arid
U195,2,0,4,1,0,7,9,14,7,Tropical
U196,6,4,2,1,0,1,7,84,25,Tropical
U197,4,1,4,0,0,3,0,44,22,Continental
U198,6,4,3,0,0,1,12,84,7,Continental
U199,7,4,1,1,0,2,4,49,9,Continental
U200,7,3,2,1,0,4,8,42,0,Tropical
U201,6,0,2,0,0,3,11,66,20,Continental
U202,7,2,2,0,0,7,3,56,24,Arid
U203,4,0,4,0,0,4,1,20,20,Arid
U204,1,0,3,0,0,1,5,10,28,Temperate
U205,6,3,2,1,0,3,1,60,13,Continental
U206,5,2,2,1,0,5,2,50,13,Arid
U207,5,4,1,0,0,7,13,30,9,Arid
U208,2,1,1,1,0,2,7,10,27,Temperate
U209,7,6,3,0,1,6,14,49,18,Arid
U210,5,4,3,1,0,2,2,30,24,Temperate
U211,2,1,5,1,0,3,1,20,28,Temperate
U212,1,0,1,0,1,7,5,10,15,Tropical
U213,4,1,5,0,0,2,13,36,8,Arid
U214,4,3,4,1,0,6,2,56,19,Tropical
U215,4,1,5,0,0,5,0,56,15,Arid
U216,5,3,2,0,0,4,11,45,19,Tropical
U217,1,0,5,1,0,5,13,13,26,Temperate
U218,5,3,3,1,0,2,14,45,7,Temperate
U219,7,1,4,0,0,6,14,98,6,Temperate
U220,5,2,2,1,0,4,13,50,10,Temperate
U221,1,0,5,0,0,7,2,8,20,Arid
U222,1,0,4,1,1,6,5,14,5,Continental
U223,7,0,4,1,0,5,2,35,14,Arid
U224,1,0,2,1,0,1,8,8,18,Tropical
U225,1,0,5,0,0,1,6,6,13,Arid
U226,4,0,4,1,1,4,13,56,14,Arid
U227,7,3,4,1,0,4,4,49,5,Tropical
U228,3,0,1,0,0,4,1,33,28,Temperate
U229,3,1,4,0,1,1,14,33,23,Tropical
U230,1,0,1,0,0,5,8,5,9,Tropical
U231,3,1,5,0,1,4,4,36,13,Continental
U232,3,0,5,1,0,1,6,33,15,Continental
U233,1,0,5,0,0,4,8,5,12,Temperate
U234,3,1,3,0,1,4,3,36,10,Tropical
U235,5,4,5,1,0,6,8,30,24,Tropical
U236,2,0,4,0,0,4,0,24,2,Tropical
U237,7,0,2,1,0,1,11,49,7,Arid
U238,2,1,1,0,1,5,5,28,27,Continental
U239,1,0,3,1,0,1,1,11,2,Continental
U240,4,0,5,1,0,1,7,40,1,Temperate
U241,7,0,5,1,0,4,4,63,20,Continental
U242,1,0,2,0,0,6,14,14,13,Continental
U243,4,0,2,1,0,3,2,24,19,Temperate
U244,2,0,3,0,0,7,1,12,28,Tropical
U245,1,0,1,0,0,3,7,5,20,Arid
U246,7,1,5,0,0,3,6,91,21,Temperate
U247,7,3,3,1,0,1,8,84,14,Continental
U248,6,4,4,0,0,4,7,72,2,Temperate
U249,5,0,4,1,0,7,10,25,0,Continental
U250,3,1,3,0,1,3,3,27,14,Tropical
U251,4,1,5,0,0,2,1,40,19,Tropical
U252,6,1,3,1,0,2,13,36,21,Tropical
U253,3,0,5,0,0,2,12,42,1,Continental
U254,3,2,2,1,0,5,1,27,17,Temperate
U255,1,0,3,0,0,4,1,10,0,Continental
U256,3,2,5,1,0,1,13,39,8,Tropical
U257,5,1,3,1,0,1,10,70,2,Tropical
U258,7,2,3,0,1,4,11,35,1,Tropical
U259,6,5,5,0,0,6,5,84,3,Continental
U260,3,0,5,1,0,7,6,21,15,Arid
U261,1,0,1,1,0,6,11,13,21,Tropical
U262,5,0,3,0,1,5,5,25,0,Temperate
U263,2,1,4,0,0,4,1,10,8,Tropical
U264,7,6,3,1,0,6,3,35,24,Continental
U265,7,4,3,1,0,7,2,77,7,Temperate
U266,6,2,5,0,0,5,10,54,5,Continental
U267,7,4,3,0,0,3,12,70,19,Arid
U268,3,0,3,0,0,3,3,36,17,Arid
U269,1,0,4,1,0,5,4,6,15,Continental
U270,7,6,5,0,0,4,6,42,7,Tropical
U271,7,4,3,1,0,3,13,49,22,Temperate
U272,2,1,2,0,0,4,8,14,27,Tropical
U273,2,0,1,0,0,6,14,14,29,Continental
U274,4,3,4,1,0,3,10,32,3,Continental
U275,5,0,3,1,0,7,1,35,2,Tropical
U276,3,2,2,1,0,7,7,18,14,Temperate
U277,7,2,3,0,0,6,2,91,5,Temperate
U278,7,0,3,1,0,7,8,70,0,Temperate
U279,1,0,5,1,0,4,9,7,17,Temperate
U280,4,0,5,0,1,4,11,52,22,Temperate
U281,5,2,5,0,0,7,3,40,10,Arid
U282,4,3,2,0,0,2,14,32,2,Arid
U283,6,2,3,0,0,5,2,72,29,Continental
U284,5,0,1,1,0,1,9,55,12,Arid
U285,7,4,4,0,0,5,5,77,16,Temperate
U286,7,3,5,1,0,7,9,98,17,Temperate
U287,5,4,5,1,1,4,12,55,25,Temperate
U288,7,1,3,1,0,4,8,98,25,Continental
U289,3,2,3,1,1,5,6,27,13,Continental
U290,5,3,2,0,0,4,3,55,24,Tropical
U291,4,2,2,0,0,6,2,32,6,Arid
U292,5,3,5,0,0,3,9,60,6,Arid
U293,7,6,3,1,0,4,3,91,13,Tropical
U294,3,2,1,0,0,7,2,21,25,Tropical
U295,3,2,4,1,0,7,11,33,23,Arid
U296,6,2,3,0,0,5,2,84,14,Temperate
U297,4,3,3,0,1,5,11,52,11,Arid
U298,2,0,2,0,0,5,13,10,11,Temperate
U299,2,0,4,1,0,7,12,12,7,Continental
U300,5,1,5,1,1,2,8,55,15,Arid
U301,6,4,3,0,0,7,3,36,8,Arid
U302,1,0,5,1,0,6,8,11,1,Continental
U303,5,4,3,0,0,7,11,25,13,Continental
U304,6,5,5,1,0,6,14,42,23,Continental
U305,4,1,4,1,0,7,9,36,23,Continental
U306,4,3,2,0,0,7,4,40,28,Continental
U307,4,3,4,1,0,2,6,52,15,Tropical
U308,4,3,1,0,0,6,13,52,4,Tropical
U309,4,1,2,1,0,2,4,28,4,Continental
U310,6,5,4,0,0,6,0,72,19,Continental
U311,6,3,1,1,0,2,1,48,29,Continental
U312,3,0,3,0,0,2,10,33,20,Continental
U313,2,0,3,1,0,6,14,20,17,Temperate
U314,7,0,5,1,0,2,4,84,17,Temperate
U315,4,0,2,1,0,7,5,40,4,Continental
U316,1,0,3,1,0,6,6,8,10,Continental
U317,7,1,2,1,1,2,1,42,12,Arid
U318,6,1,3,0,0,7,9,66,2,Continental
U319,1,0,5,0,0,7,8,8,16,Continental
U320,1,0,4,0,0,5,5,13,24,Tropical
U321,1,0,5,1,0,1,1,13,17,Temperate
U322,3,2,1,0,0,6,1,33,13,Continental
U323,6,0,3,1,0,2,2,54,11,Temperate
U324,1,0,1,1,0,5,0,7,13,Temperate
U325,4,3,1,0,1,1,8,28,25,Arid
U326,5,3,2,0,0,2,13,65,17,Temperate
U327,1,0,3,0,0,1,9,13,29,Temperate
U328,3,1,1,0,0,6,10,24,19,Continental
U329,7,0,4,0,0,7,3,35,1,Tropical
U330,6,0,1,0,1,7,4,84,6,Continental
U331,3,0,4,1,1,1,6,27,14,Continental
U332,1,0,2,1,0,7,0,12,27,Tropical
U333,6,1,1,0,1,3,2,84,9,Tropical
U334,5,1,5,0,0,4,13,40,14,Arid
U335,1,0,2,0,1,7,2,14,16,Tropical
U336,3,1,4,1,0,3,1,42,10,Continental
U337,2,0,2,1,0,6,7,16,1,Tropical
U338,4,3,1,0,0,6,4,52,26,Tropical
U339,7,3,3,0,0,1,0,91,20,Tropical
U340,3,2,3,1,0,7,11,33,17,Temperate
U341,6,1,4,1,0,7,1,84,24,Arid
U342,1,0,4,0,0,7,0,12,3,Temperate
U343,4,1,3,1,0,5,14,32,8,Temperate
U344,1,0,4,0,0,2,5,12,26,Arid
U345,6,4,2,0,1,4,8,60,27,Temperate
U346,1,0,5,1,0,7,10,7,16,Tropical
U347,2,0,5,1,1,2,6,22,16,Arid
U348,4,3,2,0,0,5,4,28,16,Temperate
U349,4,2,5,1,0,6,11,44,29,Continental
U350,6,3,1,0,0,4,12,54,15,Temperate
U351,7,1,2,1,0,3,2,56,19,Continental
U352,2,0,4,0,0,6,11,14,24,Tropical
U353,3,1,2,1,0,6,11,36,7,Continental
U354,1,0,3,1,0,1,7,8,22,Temperate
U355,5,0,4,0,0,5,9,60,14,Temperate
U356,1,0,3,1,0,1,3,14,0,Temperate
U357,1,0,4,1,0,1,8,7,18,Arid
U358,3,1,5,1,0,2,4,42,24,Arid
U359,1,0,2,0,0,6,13,13,14,Temperate
U360,2,0,1,1,0,5,5,20,8,Temperate
U361,2,0,4,1,0,1,4,18,4,Tropical
U362,4,0,4,0,0,3,9,36,15,Arid
U363,6,2,3,1,0,4,11,42,27,Arid
U364,7,5,5,0,0,7,10,42,12,Arid
U365,5,3,3,0,0,5,6,50,15,Continental
U366,1,0,3,1,0,2,6,5,21,Temperate
U367,1,0,5,1,0,5,0,11,10,Tropical
U368,3,1,1,1,0,6,1,27,12,Tropical
U369,6,0,3,0,0,2,6,48,5,Temperate
U370,2,1,3,1,0,4,7,26,25,Temperate
U371,5,3,4,0,0,3,3,70,19,Tropical
U372,4,1,5,0,0,1,5,20,16,Continental
U373,2,1,2,0,0,5,10,16,4,Tropical
U374,6,4,1,1,0,2,11,42,28,Continental
U375,7,3,1,1,1,4,9,70,16,Continental
U376,4,3,5,1,0,1,2,36,0,Arid
U377,7,2,4,1,0,7,6,77,26,Temperate
U378,3,1,4,0,0,4,10,15,4,Arid
U379,3,0,5,1,0,3,2,27,4,Continental
U380,1,0,4,0,0,1,10,6,6,Tropical
U381,7,4,1,0,0,1,6,42,15,Arid
U382,6,2,1,0,0,7,11,36,17,Tropical
U383,5,1,2,1,0,1,10,65,5,Continental
U384,4,3,5,1,0,2,11,56,1,Tropical
U385,2,1,3,1,1,1,10,14,12,Arid
U386,6,0,3,0,0,4,7,48,9,Continental
U387,6,3,2,0,1,2,2,54,20,Temperate
U388,3,0,2,1,1,1,1,24,19,Arid
U389,7,6,4,0,0,4,11,56,10,Arid
U390,1,0,2,1,0,4,5,9,25,Temperate
U391,1,0,2,1,0,5,3,14,20,Continental
U392,4,1,3,0,0,4,7,52,1,Temperate
U393,3,0,4,1,0,7,12,39,7,Arid
U394,6,4,2,1,0,6,14,60,23,Continental
U395,5,4,2,0,0,3,13,35,21,Tropical
U396,3,1,4,1,0,1,1,30,18,Arid
U397,4,3,5,0,0,7,3,56,19,Tropical
U398,4,1,4,1,0,1,1,32,16,Temperate
U399,3,1,3,1,0,1,13,21,15,Continental
U400,4,2,5,1,0,4,1,40,24,Temperate
U401,3,2,1,1,0,4,1,30,9,Tropical
U402,2,1,4,0,0,1,0,12,4,Arid
U403,3,2,3,1,0,6,3,39,13,Continental
U404,7,5,5,0,0,2,1,84,23,Temperate
U405,3,1,4,1,0,2,8,30,18,Tropical
U406,4,2,2,1,0,3,8,20,3,Tropical
U407,7,0,4,0,0,5,10,42,19,Arid
U408,4,1,1,0,0,7,10,32,15,Tropical
U409,1,0,4,1,1,3,6,11,23,Continental
U410,1,0,5,1,0,1,5,13,14,Tropical
U411,7,3,5,0,0,7,11,98,27,Arid
U412,2,0,4,0,0,1,2,18,8,Temperate
U413,1,0,5,0,0,1,13,14,2,Continental
U414,3,0,2,1,0,5,11,18,22,Temperate
U415,4,1,4,0,0,4,13,20,8,Temperate
U416,1,0,2,1,1,5,14,14,17,Tropical
U417,1,0,2,0,0,3,6,5,3,Tropical
U418,2,1,3,1,0,4,0,18,18,Arid
U419,7,4,4,0,0,4,8,77,23,Tropical
U420,7,4,5,1,0,3,3,91,3,Tropical
U421,6,3,2,0,0,4,5,78,8,Temperate
U422,2,0,3,1,0,7,5,24,0,Continental
U423,3,1,4,0,0,2,10,15,0,Tropical
U424,7,6,4,1,0,3,2,63,19,Continental
U425,4,2,1,1,0,3,3,40,18,Tropical
U426,2,0,1,0,0,2,12,20,2,Tropical
U427,1,0,2,1,0,5,10,8,9,Arid
U428,4,2,1,1,0,5,9,20,11,Tropical
U429,4,3,2,0,0,5,2,28,17,Arid
U430,1,0,5,0,1,4,12,14,13,Temperate
U431,2,1,2,0,0,2,5,16,9,Continental
U432,1,0,1,1,0,7,0,8,9,Tropical
U433,6,4,5,1,0,3,7,48,17,Arid
U434,4,1,1,0,0,3,7,36,23,Temperate
U435,5,2,2,1,0,3,8,65,0,Tropical
U436,5,4,3,1,1,4,5,40,29,Arid
U437,3,0,4,1,0,4,0,39,14,Arid
U438,7,0,1,1,0,6,2,91,7,Temperate
U439,1,0,2,1,0,7,14,5,25,Tropical
U440,1,0,5,1,0,5,0,9,2,Tropical
U441,3,2,1,0,0,6,14,39,17,Continental
U442,3,2,1,1,0,6,12,24,8,Tropical
U443,3,1,4,0,1,4,14,27,15,Arid
U444,4,2,2,0,1,5,4,32,20,Continental
U445,6,4,3,0,0,5,2,36,14,Continental
U446,1,0,5,1,0,3,13,14,29,Tropical
U447,4,1,2,1,0,4,1,24,4,Continental
U448,3,2,5,0,1,5,2,18,12,Arid
U449,1,0,1,0,1,6,8,5,21,Arid
U450,4,3,4,0,0,2,10,28,19,Temperate
U451,6,0,4,1,0,2,7,84,6,Arid
U452,4,3,3,0,0,4,12,20,15,Temperate
U453,6,4,4,1,0,3,2,48,6,Continental
U454,3,2,1,0,0,3,10,15,26,Temperate
U455,6,1,3,0,0,5,1,48,24,Tropical
U456,1,0,2,0,0,7,4,7,21,Temperate
U457,3,1,4,0,0,4,11,39,15,Tropical
U458,1,0,3,1,1,7,11,5,12,Continental
U459,5,0,1,0,0,2,12,60,16,Temperate
U460,2,1,5,0,0,6,11,26,8,Arid
U461,6,4,5,0,0,5,0,66,11,Tropical
U462,2,0,1,0,0,6,3,10,12,Continental
U463,2,0,1,0,0,7,7,16,25,Arid
U464,6,3,5,0,0,5,0,84,8,Tropical
U465,3,2,3,1,0,1,4,15,4,Continental
U466,5,1,5,1,0,6,11,40,6,Continental
U467,1,0,1,0,0,4,3,7,0,Arid
U468,4,1,4,0,0,6,5,24,3,Continental
U469,1,0,2,1,0,6,6,5,27,Temperate
U470,4,2,4,0,0,5,8,40,25,Continental
U471,1,0,4,0,0,2,0,11,3,Tropical
U472,6,0,1,0,0,7,10,60,15,Tropical
U473,5,1,5,0,0,1,9,65,4,Tropical
U474,4,0,3,1,0,6,3,52,21,Temperate
U475,7,5,4,0,1,7,5,42,3,Arid
U476,3,2,5,1,0,7,9,18,5,Temperate
U477,1,0,3,0,0,2,6,13,25,Temperate
U478,1,0,4,0,0,3,6,5,22,Temperate
U479,4,2,3,1,0,1,7,36,2,Continental
U480,3,2,5,0,0,1,13,15,24,Arid
U481,3,1,2,1,0,7,9,33,7,Continental
U482,6,0,5,0,0,5,7,78,16,Temperate
U483,7,4,1,1,1,6,7,70,28,Tropical
U484,6,0,3,0,0,3,7,36,17,Temperate
U485,6,3,2,1,0,5,11,60,17,Arid
U486,6,3,3,0,1,4,14,78,25,Tropical
U487,6,5,3,1,0,2,7,42,24,Arid
U488,6,1,4,0,0,2,5,78,11,Temperate
U489,5,1,1,1,0,5,8,60,24,Arid
U490,3,1,3,0,0,7,2,33,24,Continental
U491,6,5,5,1,0,2,5,72,0,Tropical
U492,3,0,5,0,0,6,4,42,22,Arid
U493,3,1,4,0,0,2,14,30,11,Tropical
U494,2,1,1,0,0,6,14,14,10,Tropical
U495,5,0,1,0,0,4,7,55,12,Temperate
U496,6,1,5,0,0,3,3,48,2,Temperate
U497,1,0,2,1,0,1,3,14,26,Tropical
U498,4,0,4,1,1,5,12,36,24,Arid
U499,7,0,4,0,0,5,14,84,7,Tropical
U500,1,0,5,1,0,6,9,11,2,Temperate
U501,5,3,5,1,0,4,10,55,16,Arid
U502,4,2,2,0,0,4,9,48,24,Tropical
U503,5,2,2,1,0,7,12,70,12,Temperate
U504,3,2,1,1,0,1,4,21,9,Tropical
U505,4,2,4,1,1,3,10,28,16,Tropical
U506,3,1,4,0,1,5,12,18,2,Tropical
U507,1,0,5,1,1,6,12,5,12,Arid
U508,1,0,1,0,1,4,14,14,21,Temperate
U509,4,3,4,0,0,5,5,40,5,Temperate
U510,4,2,1,0,0,6,14,40,13,Continental
U511,6,4,1,1,1,2,10,84,26,Tropical
U512,5,1,5,1,0,5,3,60,9,Tropical
U513,6,3,1,1,1,3,1,60,19,Continental
U514,5,4,2,1,0,6,11,50,15,Tropical
U515,6,3,2,0,0,3,11,30,17,Arid
U516,3,1,3,0,0,5,13,33,12,Continental
U517,4,3,5,0,1,2,1,44,9,Temperate
U518,1,0,3,0,0,3,11,14,5,Tropical
U519,5,2,2,1,0,4,2,65,9,Temperate
U520,5,1,3,1,0,6,1,55,4,Tropical
U521,1,0,5,0,0,5,0,12,28,Continental
U522,6,4,5,0,0,2,13,48,5,Temperate
U523,5,4,1,0,0,4,7,65,6,Tropical
U524,7,5,4,0,0,5,11,35,10,Arid
U525,3,2,1,1,0,7,4,36,15,Continental
U526,4,0,5,1,0,2,9,28,24,Tropical
U527,1,0,2,1,0,4,0,5,11,Tropical
U528,4,1,2,0,0,3,12,24,11,Tropical
U529,7,5,1,0,0,5,8,70,29,Continental
U530,5,3,5,0,1,5,7,45,22,Tropical
U531,5,3,2,1,0,3,3,35,19,Tropical
U532,7,0,5,1,0,7,7,91,25,Temperate
U533,1,0,2,0,0,1,12,12,4,Temperate
U534,3,0,5,1,0,4,11,21,15,Continental
U535,2,1,3,0,0,3,12,12,28,Continental
U536,1,0,5,1,0,5,9,12,5,Arid
U537,2,0,5,1,0,4,6,18,28,Tropical
U538,7,6,1,1,0,7,10,91,8,Temperate
U539,6,3,3,1,0,4,14,30,4,Temperate
U540,2,0,4,0,0,1,10,28,20,Tropical
U541,3,1,1,0,0,5,6,21,22,Tropical
U542,6,2,4,0,0,2,0,54,15,Continental
U543,2,1,2,0,0,1,5,12,17,Arid
U544,7,4,4,1,1,1,12,49,18,Arid
U545,6,1,5,1,0,2,3,48,11,Continental
U546,7,6,4,0,0,2,13,56,1,Continental
U547,2,1,1,1,0,7,9,26,25,Temperate
U548,7,3,1,0,1,7,9,35,9,Continental
U549,3,1,4,0,0,1,9,39,11,Arid
U550,2,1,1,0,0,4,10,26,13,Temperate
U551,2,1,1,0,0,3,11,20,17,Arid
U552,2,1,4,0,1,3,1,10,18,Tropical
U553,1,0,3,0,0,1,9,10,5,Arid
U554,1,0,3,0,1,4,6,12,4,Temperate
U555,1,0,2,1,0,2,8,9,26,Arid
U556,3,1,1,0,0,6,12,27,15,Temperate
U557,6,2,4,0,0,1,4,30,13,Temperate
U558,7,6,1,0,0,5,7,35,12,Continental
U559,5,3,5,1,1,4,4,60,20,Arid
U560,2,1,1,0,0,5,13,18,1,Continental
U561,7,2,1,1,0,5,6,84,1,Continental
U562,2,0,3,1,0,1,6,28,11,Arid
U563,3,2,4,1,0,4,8,18,0,Temperate
U564,2,1,1,1,0,5,2,16,18,Tropical
U565,1,0,3,0,0,7,13,14,27,Arid
U566,5,2,2,0,0,7,0,65,27,Continental
U567,4,1,3,0,0,4,1,28,26,Continental
U568,2,1,3,1,0,3,11,20,15,Temperate
U569,7,4,3,0,0,6,5,77,29,Continental
U570,1,0,1,0,0,5,13,7,6,Tropical
U571,4,3,1,1,0,5,9,20,26,Continental
U572,5,1,2,0,0,4,9,30,20,Temperate
U573,4,1,5,1,0,7,11,56,6,Arid
U574,1,0,5,1,0,6,12,11,15,Temperate
U575,6,4,5,0,0,3,13,66,24,Continental
U576,6,3,2,0,1,5,8,30,5,Temperate
U577,4,3,5,0,0,1,2,56,17,Continental
U578,3,2,5,1,1,7,9,33,0,Temperate
U579,7,4,3,1,0,4,1,98,0,Arid
U580,7,3,1,1,1,4,10,70,25,Continental
U581,4,1,1,1,0,7,0,40,24,Tropical
U582,2,0,3,1,0,5,1,22,13,Tropical
U583,2,0,3,0,0,3,2,22,5,Tropical
U584,7,6,3,0,0,5,6,35,5,Tropical
U585,7,0,1,1,1,7,1,98,3,Continental
U586,6,1,5,0,0,2,12,54,11,Continental
U587,3,2,3,0,0,5,4,36,29,Arid
U588,1,0,2,1,1,6,1,12,17,Temperate
U589,2,1,3,0,0,7,6,14,9,Continental
U590,7,0,4,1,0,6,9,49,2,Tropical
U591,6,2,3,1,0,7,7,66,2,Continental
U592,5,3,1,0,1,2,7,40,7,Tropical
U593,6,2,3,1,0,6,12,60,21,Arid
U594,2,0,4,0,0,6,14,26,22,Temperate
U595,2,0,2,0,0,1,7,28,24,Continental
U596,6,0,5,0,0,4,9,36,0,Temperate
U597,1,0,3,0,0,6,14,6,17,Tropical
U598,4,3,4,0,1,4,8,40,14,Tropical
U599,2,1,4,0,1,7,0,14,24,Temperate
U600,6,4,2,0,0,3,11,30,20,Arid
U601,7,0,1,0,0,5,0,42,19,Temperate
U602,6,0,3,1,0,1,13,66,16,Temperate
U603,3,1,4,1,0,7,14,24,24,Continental
U604,4,3,2,0,0,2,13,24,10,Continental
U605,5,3,5,0,1,3,13,60,12,Tropical
U606,1,0,4,0,0,1,9,8,24,Continental
U607,5,2,2,0,0,1,1,40,19,Arid
U608,4,2,1,1,0,7,10,24,24,Arid
U609,4,1,1,1,0,2,14,20,9,Arid
U610,4,2,4,0,0,2,5,20,12,Tropical
U611,5,3,4,0,0,4,13,35,16,Arid
U612,7,2,3,0,1,5,0,70,20,Arid
U613,4,2,2,1,1,7,4,44,0,Continental
U614,6,0,4,0,0,3,14,78,19,Tropical
U615,5,1,3,1,1,5,4,45,15,Temperate
U616,4,3,3,1,0,3,14,52,15,Arid
U617,6,4,4,0,0,1,14,72,27,Continental
U618,7,0,1,1,0,6,3,35,20,Temperate
U619,3,0,2,1,0,6,10,21,29,Arid
U620,7,1,2,1,1,7,4,84,26,Temperate
U621,4,1,1,0,0,2,11,52,2,Temperate
U622,5,2,4,0,0,2,0,40,1,Tropical
U623,2,0,2,1,0,1,10,20,5,Tropical
U624,4,2,4,1,0,1,10,32,10,Arid
U625,2,0,4,1,0,3,5,26,28,Arid
U626,6,5,3,1,0,1,6,36,2,Tropical
U627,3,1,1,1,0,7,7,30,25,Arid
U628,1,0,4,1,0,3,14,7,0,Arid
U629,7,5,5,0,0,5,1,98,10,Tropical
U630,3,0,1,1,0,2,14,24,12,Temperate
U631,4,1,2,1,0,2,14,24,4,Arid
U632,2,0,3,1,0,6,6,24,17,Continental
U633,7,2,2,1,1,6,5,98,14,Tropical
U634,2,0,2,0,0,7,8,24,17,Arid
U635,5,2,1,1,0,2,14,25,14,Arid
U636,2,0,2,1,0,7,7,28,19,Tropical
U637,5,2,4,0,0,5,13,50,19,Continental
U638,6,1,2,0,0,5,10,30,19,Continental
U639,7,2,3,0,0,4,13,70,6,Tropical
U640,7,5,3,0,0,3,14,77,16,Continental
U641,1,0,5,0,0,6,3,6,28,Arid
U642,4,1,3,0,0,3,13,52,7,Continental
U643,5,2,2,1,0,6,12,60,27,Arid
U644,1,0,3,1,0,4,8,13,12,Temperate
