user_id,month,year,units_consumed_kwh,peak_usage_kwh,off_peak_usage_kwh,avg_temperature,season,holiday_month,vacation_days
10002,Apr,2025,274.45,128.24,146.21,32.0,Summer,0,0
10002,May,2025,208.49,106.01,102.48,35.3,Summer,1,11
10002,Jun,2025,136.1,58.94,77.16,31.0,Monsoon,1,4
10002,Jul,2025,184.4,88.53,95.87,28.2,Monsoon,0,0
10002,Aug,2025,173.48,87.92,85.56,29.2,Monsoon,0,0
10002,Sep,2025,162.12,89.43,72.69,29.0,Monsoon,0,0
10002,Oct,2025,120.74,54.88,65.86,23.7,Winter,1,3
10002,Nov,2025,142.98,69.46,73.52,19.9,Winter,0,0
10002,Dec,2025,127.44,54.36,73.08,15.9,Winter,1,4
10002,Jan,2026,109.88,46.6,63.28,14.0,Winter,0,0
10002,Feb,2026,150.68,73.95,76.73,17.8,Winter,0,3
10002,Mar,2026,257.77,119.81,137.96,25.5,Summer,0,0
10002,Apr,2026,338.93,161.65,177.28,34.2,Summer,0,0
10002,May,2026,342.58,169.84,172.74,33.6,Summer,1,0
10002,Jun,2026,111.7,58.26,53.44,31.6,Monsoon,1,9
10003,Oct,2023,406.71,212.62,194.09,25.6,Winter,1,0
10003,Nov,2023,387.29,204.62,182.67,21.1,Winter,0,0
10003,Dec,2023,215.03,103.6,111.43,15.4,Winter,1,20
10003,Jan,2024,600.35,289.17,311.18,16.4,Winter,0,0
10003,Feb,2024,605.33,265.68,339.65,17.3,Winter,0,0
10003,Mar,2024,633.22,308.3,324.92,27.4,Summer,0,0
10003,Apr,2024,657.29,360.91,296.38,31.1,Summer,0,0
10003,May,2024,652.79,309.77,343.02,34.0,Summer,1,4
10003,Jun,2024,430.15,242.78,187.37,34.3,Monsoon,1,0
10003,Jul,2024,349.71,168.66,181.05,31.0,Monsoon,0,6
10003,Aug,2024,427.54,222.79,204.75,28.6,Monsoon,0,0
10003,Sep,2024,430.04,195.25,234.79,25.3,Monsoon,0,0
10003,Oct,2024,215.7,111.93,103.77,27.7,Winter,1,14
10003,Nov,2024,356.82,158.23,198.59,20.4,Winter,0,3
10003,Dec,2024,165.4,92.77,72.63,14.6,Winter,1,25
10003,Jan,2025,606.88,291.42,315.46,16.4,Winter,0,0
10003,Feb,2025,646.34,316.39,329.95,15.9,Winter,0,0
10003,Mar,2025,589.06,319.71,269.35,25.1,Summer,0,0
10003,Apr,2025,685.32,393.34,291.98,31.8,Summer,0,0
10003,May,2025,661.66,379.87,281.79,31.8,Summer,1,0
10003,Jun,2025,335.02,192.67,142.35,32.3,Monsoon,1,7
10003,Jul,2025,442.83,227.39,215.44,32.4,Monsoon,0,0
10003,Aug,2025,451.38,201.83,249.55,28.8,Monsoon,0,0
10003,Sep,2025,460.58,199.17,261.41,26.2,Monsoon,0,0
10003,Oct,2025,237.78,125.92,111.86,25.5,Winter,1,14
10004,May,2023,199.75,85.34,114.41,32.0,Summer,1,23
10004,Jun,2023,375.28,166.65,208.63,31.9,Monsoon,1,11
10004,Jul,2023,619.54,343.31,276.23,26.4,Monsoon,0,0
10004,Aug,2023,585.71,253.06,332.65,25.3,Monsoon,0,0
10004,Sep,2023,508.06,258.54,249.52,28.5,Monsoon,0,6
10004,Oct,2023,548.65,254.55,294.1,24.3,Winter,1,0
10004,Nov,2023,535.44,234.61,300.83,21.5,Winter,0,0
10004,Dec,2023,426.2,237.12,189.08,17.4,Winter,1,8
10004,Jan,2024,565.64,249.7,315.94,19.1,Winter,0,0
10004,Feb,2024,480.57,249.3,231.27,21.2,Winter,0,4
10004,Mar,2024,692.72,339.43,353.29,26.1,Summer,0,0
10004,Apr,2024,699.88,338.35,361.53,30.6,Summer,0,0
10004,May,2024,694.07,394.41,299.66,35.5,Summer,1,0
10004,Jun,2024,318.76,159.0,159.76,29.4,Monsoon,1,14
10004,Jul,2024,577.61,254.51,323.1,30.7,Monsoon,0,0
10004,Aug,2024,585.13,329.71,255.42,29.5,Monsoon,0,0
10004,Sep,2024,594.44,270.96,323.48,31.1,Monsoon,0,0
10004,Oct,2024,554.99,281.82,273.17,24.2,Winter,1,0
10004,Nov,2024,547.0,258.63,288.37,17.8,Winter,0,0
10004,Dec,2024,535.2,299.59,235.61,16.1,Winter,1,0
10004,Jan,2025,530.0,306.23,223.77,17.3,Winter,0,0
10004,Feb,2025,540.34,272.87,267.47,20.2,Winter,0,0
10004,Mar,2025,691.02,369.1,321.92,25.6,Summer,0,0
10004,Apr,2025,703.64,345.9,357.74,31.0,Summer,0,0
10004,May,2025,692.16,292.93,399.23,31.6,Summer,1,0
10004,Jun,2025,589.41,331.53,257.88,30.4,Monsoon,1,0
10004,Jul,2025,612.45,304.22,308.23,31.5,Monsoon,0,0
10004,Aug,2025,607.56,292.0,315.56,31.3,Monsoon,0,0
10004,Sep,2025,594.89,297.28,297.61,29.1,Monsoon,0,0
10004,Oct,2025,536.39,256.64,279.75,25.7,Winter,1,0
10004,Nov,2025,538.69,271.46,267.23,22.8,Winter,0,0
10004,Dec,2025,394.74,223.73,171.01,17.4,Winter,1,8
10004,Jan,2026,538.19,272.11,266.08,18.7,Winter,0,0
10004,Feb,2026,538.02,253.83,284.19,20.9,Winter,0,0
10004,Mar,2026,648.0,345.49,302.51,26.4,Summer,0,0
10004,Apr,2026,599.31,282.46,316.85,30.7,Summer,0,4
10005,Jan,2023,247.61,136.08,111.53,19.0,Winter,0,0
10005,Feb,2023,200.9,99.59,101.31,20.3,Winter,0,0
10005,Mar,2023,386.5,208.46,178.04,27.9,Summer,0,2
10005,Apr,2023,390.54,175.35,215.19,32.0,Summer,0,4
10005,May,2023,148.24,65.58,82.66,34.1,Summer,1,21
10005,Jun,2023,299.29,136.99,162.3,31.1,Monsoon,1,0
10005,Jul,2023,274.75,132.65,142.1,30.1,Monsoon,0,2
10005,Aug,2023,309.98,156.96,153.02,28.6,Monsoon,0,0
10005,Sep,2023,247.4,119.1,128.3,31.0,Monsoon,0,2
10005,Oct,2023,219.28,125.07,94.21,26.3,Winter,1,0
10005,Nov,2023,235.0,122.01,112.99,18.8,Winter,0,0
10005,Dec,2023,219.08,102.94,116.14,18.4,Winter,1,0
10005,Jan,2024,205.0,111.11,93.89,17.2,Winter,0,0
10005,Feb,2024,230.28,127.9,102.38,18.5,Winter,0,0
10005,Mar,2024,391.96,195.12,196.84,25.6,Summer,0,0
10005,Apr,2024,471.58,250.42,221.16,33.1,Summer,0,0
10005,May,2024,448.04,253.3,194.74,31.6,Summer,1,0
10005,Jun,2024,196.72,111.32,85.4,29.3,Monsoon,1,12
10005,Jul,2024,237.69,121.32,116.37,30.3,Monsoon,0,4
10005,Aug,2024,293.82,141.01,152.81,29.7,Monsoon,0,0
10005,Sep,2024,283.03,160.57,122.46,27.1,Monsoon,0,0
10005,Oct,2024,234.26,100.44,133.82,25.1,Winter,1,0
10005,Nov,2024,209.1,91.64,117.46,22.6,Winter,0,0
10005,Dec,2024,214.14,106.41,107.73,18.6,Winter,1,0
10005,Jan,2025,229.48,101.55,127.93,16.2,Winter,0,0
10005,Feb,2025,154.49,73.84,80.65,19.0,Winter,0,6
10006,Jun,2023,130.33,72.69,57.64,32.7,Monsoon,1,11
10006,Jul,2023,207.69,100.43,107.26,27.0,Monsoon,0,0
10006,Aug,2023,200.51,96.33,104.18,31.0,Monsoon,0,0
10006,Sep,2023,222.95,109.81,113.14,28.5,Monsoon,0,0
10006,Oct,2023,149.92,66.69,83.23,21.0,Winter,1,4
10006,Nov,2023,150.27,69.62,80.65,21.4,Winter,0,0
10006,Dec,2023,180.38,96.42,83.96,15.3,Winter,1,0
10006,Jan,2024,154.54,81.52,73.02,15.9,Winter,0,0
10006,Feb,2024,161.43,86.42,75.01,18.2,Winter,0,0
10006,Mar,2024,246.0,108.87,137.13,27.9,Summer,0,5
10006,Apr,2024,274.13,118.89,155.24,28.5,Summer,0,0
10006,May,2024,210.25,115.8,94.45,34.5,Summer,1,11
10006,Jun,2024,165.82,76.76,89.06,30.1,Monsoon,1,4
10006,Jul,2024,231.78,108.27,123.51,27.1,Monsoon,0,0
10006,Aug,2024,204.99,102.9,102.09,30.5,Monsoon,0,0
10006,Sep,2024,221.31,97.88,123.43,29.3,Monsoon,0,0
10006,Oct,2024,155.6,88.11,67.49,23.1,Winter,1,0
10006,Nov,2024,139.42,73.09,66.33,21.3,Winter,0,0
10006,Dec,2024,162.0,91.37,70.63,16.3,Winter,1,0
10006,Jan,2025,168.83,84.26,84.57,16.4,Winter,0,0
10006,Feb,2025,157.95,79.45,78.5,20.8,Winter,0,0
10006,Mar,2025,290.62,125.23,165.39,25.5,Summer,0,0
10006,Apr,2025,317.26,148.33,168.93,30.7,Summer,0,0
10006,May,2025,369.86,183.97,185.89,32.6,Summer,1,0
10006,Jun,2025,97.48,54.14,43.34,32.4,Monsoon,1,12
10006,Jul,2025,239.93,128.72,111.21,28.3,Monsoon,0,0
10006,Aug,2025,204.75,88.48,116.27,32.0,Monsoon,0,0
10006,Sep,2025,168.18,74.32,93.86,27.5,Monsoon,0,4
10006,Oct,2025,50.0,27.07,22.93,24.9,Winter,1,23
10006,Nov,2025,164.43,91.4,73.03,22.9,Winter,0,0
10006,Dec,2025,129.18,68.1,61.08,16.9,Winter,1,0
10006,Jan,2026,146.08,74.63,71.45,16.2,Winter,0,0
10006,Feb,2026,169.89,92.97,76.92,17.4,Winter,0,0
10006,Mar,2026,246.95,118.13,128.82,28.0,Summer,0,0
10007,Apr,2023,426.81,234.16,192.65,27.2,Summer,0,0
10007,May,2023,278.84,144.59,134.25,37.1,Summer,1,10
10007,Jun,2023,134.05,63.82,70.23,32.1,Monsoon,1,20
10007,Jul,2023,375.35,192.52,182.83,28.2,Monsoon,0,0
10007,Aug,2023,331.39,166.89,164.5,28.0,Monsoon,0,0
10007,Sep,2023,349.71,159.95,189.76,25.2,Monsoon,0,0
10007,Oct,2023,290.42,132.12,158.3,24.9,Winter,1,3
10007,Nov,2023,263.9,152.61,111.29,20.8,Winter,0,4
10007,Dec,2023,181.46,82.91,98.55,16.9,Winter,1,13
10007,Jan,2024,311.27,169.56,141.71,15.8,Winter,0,0
10007,Feb,2024,316.26,163.05,153.21,18.3,Winter,0,0
10007,Mar,2024,410.0,217.86,192.14,23.5,Summer,0,0
10007,Apr,2024,401.69,203.22,198.47,31.5,Summer,0,0
10007,May,2024,162.72,75.26,87.46,36.3,Summer,1,20
10007,Jun,2024,370.46,179.8,190.66,32.8,Monsoon,1,0
10007,Jul,2024,343.24,173.41,169.83,26.9,Monsoon,0,0
10007,Aug,2024,354.74,187.47,167.27,30.4,Monsoon,0,0
10007,Sep,2024,313.92,144.17,169.75,25.5,Monsoon,0,4
10007,Oct,2024,176.62,93.4,83.22,24.6,Winter,1,13
10007,Nov,2024,264.76,148.13,116.63,23.1,Winter,0,6
10007,Dec,2024,306.28,155.89,150.39,16.4,Winter,1,0
10007,Jan,2025,331.72,172.07,159.65,14.8,Winter,0,0
10007,Feb,2025,320.13,162.11,158.02,19.0,Winter,0,0
10007,Mar,2025,410.62,227.66,182.96,25.5,Summer,0,0
10007,Apr,2025,401.35,228.75,172.6,29.2,Summer,0,0
10007,May,2025,233.74,100.69,133.05,33.3,Summer,1,13
10007,Jun,2025,368.68,206.26,162.42,29.3,Monsoon,1,0
10007,Jul,2025,359.86,154.92,204.94,28.2,Monsoon,0,0
10007,Aug,2025,371.11,155.93,215.18,28.3,Monsoon,0,0
10007,Sep,2025,335.83,165.3,170.53,27.8,Monsoon,0,0
10007,Oct,2025,173.11,94.11,79.0,25.7,Winter,1,13
10007,Nov,2025,270.96,120.35,150.61,20.3,Winter,0,4
10007,Dec,2025,104.77,56.75,48.02,18.0,Winter,1,20
10007,Jan,2026,278.41,127.18,151.23,13.2,Winter,0,3
10007,Feb,2026,340.44,195.72,144.72,17.1,Winter,0,0
10008,Jan,2023,61.75,28.84,32.91,18.4,Winter,0,0
10008,Feb,2023,78.85,36.24,42.61,18.8,Winter,0,0
10008,Mar,2023,189.5,97.24,92.26,23.8,Summer,0,0
10008,Apr,2023,171.37,76.08,95.29,32.3,Summer,0,4
10008,May,2023,58.62,31.39,27.23,36.9,Summer,1,23
10008,Jun,2023,77.11,41.32,35.79,33.8,Monsoon,1,15
10008,Jul,2023,116.52,51.59,64.93,28.1,Monsoon,0,5
10008,Aug,2023,131.62,71.62,60.0,32.6,Monsoon,0,0
10008,Sep,2023,133.34,63.64,69.7,29.5,Monsoon,0,0
10008,Oct,2023,84.29,36.81,47.48,25.9,Winter,1,0
10008,Nov,2023,106.24,45.5,60.74,23.1,Winter,0,2
10008,Dec,2023,71.35,39.12,32.23,19.7,Winter,1,10
10008,Jan,2024,77.75,39.47,38.28,17.6,Winter,0,4
10008,Feb,2024,118.73,52.98,65.75,18.7,Winter,0,0
10008,Mar,2024,177.84,79.23,98.61,28.5,Summer,0,0
10008,Apr,2024,196.39,109.88,86.51,30.5,Summer,0,0
10008,May,2024,217.3,113.98,103.32,33.2,Summer,1,0
10008,Jun,2024,102.0,49.42,52.58,32.8,Monsoon,1,0
10008,Jul,2024,110.78,49.62,61.16,28.4,Monsoon,0,0
10008,Aug,2024,139.51,75.01,64.5,28.9,Monsoon,0,0
10008,Sep,2024,142.47,73.03,69.44,28.0,Monsoon,0,3
10008,Oct,2024,72.29,39.53,32.76,27.5,Winter,1,6
10008,Nov,2024,78.53,40.92,37.61,19.7,Winter,0,0
10008,Dec,2024,62.02,27.83,34.19,16.1,Winter,1,13
10008,Jan,2025,94.6,41.21,53.39,16.5,Winter,0,0
10008,Feb,2025,74.29,32.33,41.96,21.4,Winter,0,0
10008,Mar,2025,200.85,105.46,95.39,24.0,Summer,0,0
10008,Apr,2025,167.09,82.31,84.78,32.7,Summer,0,5
10008,May,2025,50.0,24.45,25.55,34.1,Summer,1,21
10008,Jun,2025,111.08,49.63,61.45,33.0,Monsoon,1,0
10008,Jul,2025,163.11,80.16,82.95,28.5,Monsoon,0,0
10008,Aug,2025,148.31,68.69,79.62,29.3,Monsoon,0,0
10009,Sep,2023,381.56,195.95,185.61,29.1,Monsoon,0,0
10009,Oct,2023,322.8,136.47,186.33,23.7,Winter,1,4
10009,Nov,2023,352.04,185.42,166.62,18.7,Winter,0,0
10009,Dec,2023,191.1,109.92,81.18,18.7,Winter,1,12
10009,Jan,2024,265.83,122.51,143.32,16.4,Winter,0,6
10009,Feb,2024,344.09,192.35,151.74,18.8,Winter,0,0
10009,Mar,2024,441.19,233.06,208.13,25.3,Summer,0,0
10009,Apr,2024,423.04,216.74,206.3,32.0,Summer,0,0
10009,May,2024,103.45,50.18,53.27,32.5,Summer,1,24
10009,Jun,2024,133.92,64.91,69.01,32.5,Monsoon,1,20
10009,Jul,2024,364.35,199.54,164.81,30.8,Monsoon,0,0
10009,Aug,2024,378.85,197.32,181.53,30.9,Monsoon,0,0
10009,Sep,2024,413.19,203.2,209.99,29.8,Monsoon,0,0
10009,Oct,2024,324.64,167.69,156.95,24.0,Winter,1,0
10009,Nov,2024,367.5,205.11,162.39,22.6,Winter,0,0
10009,Dec,2024,378.85,182.16,196.69,13.3,Winter,1,0
10009,Jan,2025,317.13,153.21,163.92,18.2,Winter,0,0
10009,Feb,2025,291.95,123.47,168.48,21.4,Winter,0,5
10009,Mar,2025,444.4,213.67,230.73,27.1,Summer,0,0
10009,Apr,2025,419.04,208.57,210.47,30.9,Summer,0,0
10009,May,2025,102.62,51.95,50.67,32.7,Summer,1,22
10009,Jun,2025,359.21,174.64,184.57,33.4,Monsoon,1,0
10009,Jul,2025,380.38,191.72,188.66,28.8,Monsoon,0,0
10009,Aug,2025,387.56,219.68,167.88,28.1,Monsoon,0,0
10009,Sep,2025,380.51,191.87,188.64,26.8,Monsoon,0,0
10010,Jul,2023,449.98,214.97,235.01,31.0,Monsoon,0,0
10010,Aug,2023,447.63,243.91,203.72,29.3,Monsoon,0,0
10010,Sep,2023,435.24,239.18,196.06,29.2,Monsoon,0,0
10010,Oct,2023,405.77,185.7,220.07,24.1,Winter,1,0
10010,Nov,2023,415.69,176.16,239.53,20.9,Winter,0,0
10010,Dec,2023,423.64,220.77,202.87,18.8,Winter,1,0
10010,Jan,2024,580.12,283.4,296.72,17.0,Winter,0,0
10010,Feb,2024,415.85,214.79,201.06,20.5,Winter,0,0
10010,Mar,2024,617.01,267.6,349.41,27.0,Summer,0,0
10010,Apr,2024,610.44,299.6,310.84,29.3,Summer,0,0
10010,May,2024,434.71,201.44,233.27,34.7,Summer,1,14
10010,Jun,2024,456.71,205.73,250.98,34.5,Monsoon,1,0
10010,Jul,2024,406.14,199.58,206.56,28.8,Monsoon,0,2
10010,Aug,2024,372.35,166.83,205.52,30.3,Monsoon,0,3
10010,Sep,2024,453.09,222.95,230.14,26.5,Monsoon,0,0
10010,Oct,2024,231.49,131.57,99.92,23.9,Winter,1,14
10010,Nov,2024,378.18,205.34,172.84,20.2,Winter,0,0
10010,Dec,2024,381.96,208.57,173.39,18.2,Winter,1,0
10010,Jan,2025,634.37,338.37,296.0,16.4,Winter,0,0
10010,Feb,2025,562.1,257.58,304.52,17.8,Winter,0,0
10010,Mar,2025,621.7,312.41,309.29,28.0,Summer,0,0
10010,Apr,2025,559.75,253.77,305.98,31.0,Summer,0,5
10010,May,2025,288.18,158.2,129.98,33.3,Summer,1,19
10010,Jun,2025,458.53,205.31,253.22,31.0,Monsoon,1,0
10010,Jul,2025,463.35,263.76,199.59,27.4,Monsoon,0,0
10010,Aug,2025,453.51,225.82,227.69,27.9,Monsoon,0,2
10010,Sep,2025,452.02,258.76,193.26,30.1,Monsoon,0,0
10010,Oct,2025,414.25,207.53,206.72,25.8,Winter,1,0
10010,Nov,2025,331.71,162.27,169.44,20.8,Winter,0,5
10010,Dec,2025,571.07,298.4,272.67,17.1,Winter,1,0
10010,Jan,2026,589.45,284.02,305.43,16.8,Winter,0,0
10010,Feb,2026,607.54,351.87,255.67,17.0,Winter,0,0
10010,Mar,2026,616.06,275.57,340.49,26.2,Summer,0,0
10010,Apr,2026,612.71,319.41,293.3,29.8,Summer,0,0
10011,Jan,2023,144.04,80.93,63.11,16.7,Winter,0,0
10011,Feb,2023,156.08,86.22,69.86,16.9,Winter,0,0
10011,Mar,2023,309.08,150.51,158.57,27.3,Summer,0,0
10011,Apr,2023,345.38,179.26,166.12,31.6,Summer,0,0
10011,May,2023,200.33,114.9,85.43,35.4,Summer,1,14
10011,Jun,2023,212.14,117.76,94.38,30.5,Monsoon,1,0
10011,Jul,2023,163.17,74.89,88.28,29.0,Monsoon,0,5
10011,Aug,2023,220.6,108.87,111.73,30.6,Monsoon,0,0
10011,Sep,2023,215.71,113.33,102.38,28.4,Monsoon,0,0
10011,Oct,2023,153.76,83.8,69.96,24.7,Winter,1,0
10011,Nov,2023,179.13,81.74,97.39,21.0,Winter,0,0
10011,Dec,2023,147.52,74.05,73.47,16.8,Winter,1,5
10011,Jan,2024,160.81,84.5,76.31,15.7,Winter,0,0
10011,Feb,2024,150.24,80.83,69.41,18.8,Winter,0,2
10011,Mar,2024,243.39,138.92,104.47,24.0,Summer,0,4
10011,Apr,2024,317.27,166.77,150.5,30.1,Summer,0,0
10011,May,2024,358.47,206.07,152.4,32.8,Summer,1,0
10011,Jun,2024,201.26,91.15,110.11,33.5,Monsoon,1,0
10011,Jul,2024,198.72,100.32,98.4,29.4,Monsoon,0,0
10011,Aug,2024,226.53,116.25,110.28,28.0,Monsoon,0,0
10011,Sep,2024,221.51,94.58,126.93,29.1,Monsoon,0,0
10011,Oct,2024,145.83,74.08,71.75,25.3,Winter,1,0
10011,Nov,2024,153.92,67.64,86.28,19.3,Winter,0,0
10011,Dec,2024,156.99,86.43,70.56,17.3,Winter,1,0
10011,Jan,2025,163.69,94.37,69.32,15.7,Winter,0,0
10011,Feb,2025,183.44,86.44,97.0,19.6,Winter,0,0
10011,Mar,2025,311.29,138.95,172.34,24.8,Summer,0,0
10011,Apr,2025,271.78,135.39,136.39,31.6,Summer,0,4
10011,May,2025,246.58,132.89,113.69,33.4,Summer,1,8
10011,Jun,2025,216.27,110.81,105.46,30.7,Monsoon,1,0
10011,Jul,2025,227.87,125.3,102.57,28.7,Monsoon,0,0
10012,May,2023,1017.45,548.18,469.27,34.4,Summer,1,0
10012,Jun,2023,600.23,303.83,296.4,32.6,Monsoon,1,0
10012,Jul,2023,583.67,314.78,268.89,30.8,Monsoon,0,0
10012,Aug,2023,565.83,280.23,285.6,26.8,Monsoon,0,0
10012,Sep,2023,582.51,317.39,265.12,26.4,Monsoon,0,0
10012,Oct,2023,431.45,193.52,237.93,24.3,Winter,1,0
10012,Nov,2023,419.11,208.28,210.83,20.4,Winter,0,0
10012,Dec,2023,264.86,113.48,151.38,16.2,Winter,1,12
10012,Jan,2024,431.74,238.32,193.42,19.8,Winter,0,0
10012,Feb,2024,436.77,252.07,184.7,17.8,Winter,0,0
10012,Mar,2024,807.99,358.42,449.57,26.8,Summer,0,0
10012,Apr,2024,787.4,338.59,448.81,29.9,Summer,0,0
10012,May,2024,1054.18,472.02,582.16,34.9,Summer,1,0
10012,Jun,2024,616.49,341.76,274.73,31.9,Monsoon,1,0
10012,Jul,2024,553.37,264.49,288.88,30.8,Monsoon,0,0
10012,Aug,2024,555.9,238.47,317.43,29.2,Monsoon,0,0
10012,Sep,2024,590.36,265.53,324.83,27.4,Monsoon,0,0
10012,Oct,2024,457.68,198.13,259.55,24.7,Winter,1,0
10012,Nov,2024,463.4,195.15,268.25,21.0,Winter,0,0
10012,Dec,2024,421.83,178.07,243.76,16.6,Winter,1,0
10012,Jan,2025,426.43,230.91,195.52,17.3,Winter,0,0
10012,Feb,2025,432.75,240.82,191.93,21.2,Winter,0,0
10012,Mar,2025,808.06,408.22,399.84,26.2,Summer,0,0
10012,Apr,2025,800.0,406.19,393.81,28.4,Summer,0,0
10012,May,2025,715.0,356.87,358.13,35.7,Summer,1,10
10012,Jun,2025,591.59,338.11,253.48,30.7,Monsoon,1,0
10012,Jul,2025,579.96,254.23,325.73,27.8,Monsoon,0,0
10012,Aug,2025,592.82,301.04,291.78,29.6,Monsoon,0,0
10012,Sep,2025,590.7,263.76,326.94,26.0,Monsoon,0,0
10012,Oct,2025,394.17,183.88,210.29,24.3,Winter,1,5
10012,Nov,2025,440.17,188.53,251.64,20.5,Winter,0,0
10012,Dec,2025,445.86,210.82,235.04,16.1,Winter,1,0
10012,Jan,2026,461.19,205.63,255.56,16.2,Winter,0,0
10012,Feb,2026,442.52,190.48,252.04,21.4,Winter,0,0
10012,Mar,2026,814.23,445.98,368.25,27.3,Summer,0,0
10013,Apr,2023,480.89,242.24,238.65,30.8,Summer,0,0
10013,May,2023,484.57,265.38,219.19,35.4,Summer,1,6
10013,Jun,2023,334.59,177.78,156.81,33.1,Monsoon,1,0
10013,Jul,2023,352.92,198.89,154.03,28.0,Monsoon,0,0
10013,Aug,2023,318.22,143.03,175.19,29.0,Monsoon,0,0
10013,Sep,2023,348.88,191.11,157.77,28.4,Monsoon,0,0
10013,Oct,2023,55.14,27.44,27.7,25.5,Winter,1,25
10013,Nov,2023,243.86,136.83,107.03,21.6,Winter,0,0
10013,Dec,2023,139.59,70.41,69.18,15.2,Winter,1,13
10013,Jan,2024,207.37,98.27,109.1,16.9,Winter,0,6
10013,Feb,2024,249.57,144.27,105.3,19.7,Winter,0,0
10013,Mar,2024,483.44,241.27,242.17,26.4,Summer,0,0
10013,Apr,2024,495.44,217.04,278.4,30.3,Summer,0,0
10013,May,2024,328.15,176.66,151.49,34.4,Summer,1,13
10013,Jun,2024,218.02,117.31,100.71,32.7,Monsoon,1,9
10013,Jul,2024,343.2,151.08,192.12,29.6,Monsoon,0,0
10013,Aug,2024,355.28,158.72,196.56,27.2,Monsoon,0,0
10013,Sep,2024,331.8,155.49,176.31,29.3,Monsoon,0,0
10013,Oct,2024,137.68,75.19,62.49,25.8,Winter,1,14
10013,Nov,2024,248.74,104.48,144.26,19.2,Winter,0,2
10013,Dec,2024,50.0,25.37,24.63,16.4,Winter,1,23
10013,Jan,2025,252.15,107.6,144.55,16.4,Winter,0,0
10013,Feb,2025,255.96,144.8,111.16,19.5,Winter,0,0
10013,Mar,2025,402.94,209.29,193.65,27.1,Summer,0,5
10013,Apr,2025,597.28,334.26,263.02,34.1,Summer,0,0
10013,May,2025,584.26,249.7,334.56,34.5,Summer,1,0
10013,Jun,2025,345.39,161.64,183.75,29.4,Monsoon,1,0
